,城市,区域,链接
828,河北,莲池,/lianchi/
829,河北,涞源,/laiyuan/
830,河北,望都,/wangdu/
831,河北,安新,/anxin/
832,河北,易县,/yixian1/
833,河北,曲阳,/quyang/
834,河北,蠡县,/lixian/
835,河北,顺平,/shunping/
836,河北,雄县,/xiongxian/
837,河北,涿州,/zhuozhou/
838,河北,定州,/dingzhou/
839,河北,安国,/anguo/
840,河北,高碑店,/gaobeidian/
841,河北,涞水,/laishui/
842,河北,定兴,/dingxing/
843,河北,清苑,/qingyuan1/
844,河北,博野,/boye/
845,河北,竞秀,/jingxiu/
846,河北,北市,/beishiqu/
847,河北,南市,/nanshiqu/
848,河北,沧州,/cangzhou/
849,河北,青县,/qingxian/
850,河北,东光,/dongguang/
851,河北,海兴,/haixing/
852,河北,盐山,/yanshan/
853,河北,肃宁,/suning/
854,河北,南皮,/nanpi/
855,河北,吴桥,/wuqiao/
856,河北,献县,/xianxian/
857,河北,孟村,/mengcun/
858,河北,泊头,/botou/
859,河北,任丘,/renqiu/
860,河北,黄骅,/huanghua/
861,河北,河间,/hejian/
862,河北,沧县,/cangxian/
863,河北,沧州新华,/cangzhouxinhuaqu/
864,河北,运河,/yunhequ/
865,河北,承德,/chengde/
866,河北,承德县,/chengdexian/
867,河北,兴隆,/xinglong/
868,河北,平泉,/pingquan/
869,河北,滦平,/luanping/
870,河北,隆化,/longhua/
871,河北,丰宁,/fengning/
872,河北,宽城满族,/kuanchengmanzu/
873,河北,围场,/weichang/
874,河北,双桥,/shuangqiaoqu/
875,河北,双滦,/shuangluanqu/
876,河北,鹰手营子矿,/yingshouying/
877,河北,邯郸,/handan/
878,河北,邯郸,/handan/
879,河北,峰峰,/fengfeng/
880,河北,临漳,/linzhang/
881,河北,成安,/chengan/
882,河北,大名,/daming/
883,河北,涉县,/shexian/
884,河北,磁县,/cixian/
885,河北,肥乡,/feixiang/
886,河北,永年,/yongnian/
887,河北,邱县,/qiuxian/
888,河北,鸡泽,/jize/
889,河北,广平,/guangping/
890,河北,馆陶,/guantao/
891,河北,魏县,/weixian/
892,河北,曲周,/quzhou/
893,河北,武安,/wuan/
894,河北,邯山,/hanshanqu/
895,河北,丛台,/congtaiqu/
896,河北,复兴,/fuxingqu/
897,河北,衡水,/hengshui/
898,河北,枣强,/zaoqiang/
899,河北,武邑,/wuyi/
900,河北,武强,/wuqiang/
901,河北,饶阳,/raoyang/
902,河北,安平,/anping/
903,河北,故城,/gucheng/
904,河北,景县,/jingxian/
905,河北,阜城,/fucheng/
906,河北,冀州,/jizhou/
907,河北,深州,/shenzhou/
908,河北,桃城,/taochengqu/
909,河北,廊坊,/langfang/
910,河北,固安,/guan/
911,河北,永清,/yongqing/
912,河北,香河,/xianghe/
913,河北,大城,/dacheng/
914,河北,文安,/wenan/
915,河北,大厂,/dachang/
916,河北,霸州,/bazhou/
917,河北,三河,/sanhe/
918,河北,秦皇岛,/qinhuangdao/
919,河北,青龙,/qinglong/
920,河北,昌黎,/changli/
921,河北,抚宁,/funing/
922,河北,卢龙,/lulong/
923,河北,北戴河,/beidaihe/
924,河北,海港,/haigangqu/
925,河北,山海关,/shanhaiguanqu/
926,河北,石家庄,/shijiazhuang/
927,河北,井陉,/jingxing/
928,河北,正定,/zhengding/
929,河北,栾城,/luancheng/
930,河北,行唐,/xingtang/
931,河北,灵寿,/lingshou/
932,河北,高邑,/gaoyi/
933,河北,深泽,/shenze/
934,河北,赞皇,/zanhuang/
935,河北,无极,/wuji/
936,河北,平山,/pingshan/
937,河北,元氏,/yuanshi/
938,河北,赵县,/zhaoxian/
939,河北,辛集,/xinji/
940,河北,藁城,/gaocheng/
941,河北,晋州,/jinzhou2/
942,河北,新乐,/xinle/
943,河北,鹿泉,/luquan1/
944,河北,长安,/changanqu/
945,河北,石家庄桥东,/shijiazhuangqiaodongqu/
946,河北,桥西,/qiaoxiqu/
947,河北,新华,/xinhuaqu/
948,河北,井陉矿,/jingxingkuangqu/
949,河北,裕华,/yuhuaqu/
950,河北,唐山,/tangshan/
951,河北,丰南,/fengnan/
952,河北,丰润,/fengrun/
953,河北,滦县,/luanxian/
954,河北,滦南,/luannan/
955,河北,乐亭,/laoting/
956,河北,迁西,/qianxi/
957,河北,玉田,/yutian/
958,河北,唐海,/tanghai/
959,河北,遵化,/zunhua/
960,河北,迁安,/qianan1/
961,河北,曹妃甸,/caofeidian/
962,河北,京唐港,/jingtanggang/
963,河北,路南,/lunan/
964,河北,古冶,/guyequ/
965,河北,开平,/kaipingqu/
966,河北,路北,/lubei/
967,河北,,
968,河北,邢台,/xingtai/
969,河北,临城,/lincheng/
970,河北,内丘,/neiqiu/
971,河北,柏乡,/baixiang/
972,河北,隆尧,/longyao/
973,河北,南和,/nanhe/
974,河北,宁晋,/ningjin/
975,河北,巨鹿,/julu/
976,河北,新河,/xinhe/
977,河北,广宗,/guangzong/
978,河北,平乡,/pingxiang/
979,河北,威县,/weixian1/
980,河北,清河,/qinghe/
981,河北,临西,/linxi1/
982,河北,南宫,/nangong/
983,河北,沙河,/shahe/
984,河北,任县,/renxian/
985,河北,桥东,/qiaodongqu/
986,河北,信都区,/xingtaiqiaoxiqu/
987,河北,张家口,/zhangjiakou/
988,河北,宣化,/xuanhua/
989,河北,张北,/zhangbei/
990,河北,康保,/kangbao/
991,河北,沽源,/guyuan/
992,河北,尚义,/shangyi/
993,河北,蔚县,/yuxian1/
994,河北,阳原,/yangyuan/
995,河北,怀安,/huaian/
996,河北,万全,/wanquan/
997,河北,怀来,/huailai/
998,河北,涿鹿,/zhuolu/
999,河北,赤城,/chicheng/
1000,河北,崇礼,/chongli/
1001,河北,张家口桥东,/zhangjiakouqiaodong/
1002,河北,张家口桥西,/zhangjiakouqiaoxiqu/
1003,河北,下花园,/xiahuayuanqu/
1004,黑龙江,大庆,/daqing/
1005,黑龙江,林甸,/lindian/
1006,黑龙江,肇州,/zhaozhou/
1007,黑龙江,肇源,/zhaoyuan/
1008,黑龙江,杜尔伯特,/duerbote/
1009,黑龙江,萨尔图,/saertuqu/
1010,黑龙江,龙凤,/longfengqu/
1011,黑龙江,让胡路,/ranghuluqu/
1012,黑龙江,红岗,/honggangqu/
1013,黑龙江,大同,/daqingdatong/
1014,黑龙江,大兴安岭,/daxinganling/
1015,黑龙江,塔河,/tahe/
1016,黑龙江,漠河,/mohe/
1017,黑龙江,呼玛,/huma/
1018,黑龙江,新林,/xinlin/
1019,黑龙江,加格达奇,/jiagedaqi/
1020,黑龙江,哈尔滨,/haerbin/
1021,黑龙江,双城,/shuangcheng/
1022,黑龙江,呼兰,/hulan/
1023,黑龙江,阿城,/acheng/
1024,黑龙江,宾县,/binxian/
1025,黑龙江,依兰,/yilan/
1026,黑龙江,巴彦,/bayan/
1027,黑龙江,通河,/tonghe/
1028,黑龙江,方正,/fangzheng/
1029,黑龙江,延寿,/yanshou/
1030,黑龙江,尚志,/shangzhi/
1031,黑龙江,五常,/wuchang/
1032,黑龙江,木兰,/mulan/
1033,黑龙江,道外,/daowaiqu/
1034,黑龙江,道里,/daoliqu/
1035,黑龙江,香坊,/xiangfangqu/
1036,黑龙江,松北,/songbeiqu/
1037,黑龙江,平房,/pingfangqu/
1038,黑龙江,南岗,/nangangqu/
1039,黑龙江,鹤岗,/hegang/
1040,黑龙江,绥滨,/suibin/
1041,黑龙江,萝北,/luobei/
1042,黑龙江,南山,/hegangnansanqu/
1043,黑龙江,向阳,/hegangxiangyang/
1044,黑龙江,东山,/dongshanqu/
1045,黑龙江,兴山,/xingshanqu/
1046,黑龙江,兴安,/xinganqu/
1047,黑龙江,工农,/gongnongqu/
1048,黑龙江,黑河,/heihe/
1049,黑龙江,嫩江,/nenjiang/
1050,黑龙江,孙吴,/sunwu/
1051,黑龙江,逊克,/xunke/
1052,黑龙江,五大连池,/wudalianchi/
1053,黑龙江,北安,/beian/
1054,黑龙江,爱辉,/aihui/
1055,黑龙江,佳木斯,/jiamusi/
1056,黑龙江,汤原,/tangyuan/
1057,黑龙江,抚远,/fuyuan/
1058,黑龙江,桦川,/huachuan/
1059,黑龙江,桦南,/huanan/
1060,黑龙江,同江,/tongjiang/
1061,黑龙江,富锦,/fujin/
1062,黑龙江,向阳区,/xiangyangqu/
1063,黑龙江,前进,/qianjinqu/
1064,黑龙江,东风,/dongfengqu/
1065,黑龙江,鸡西,/jixi/
1066,黑龙江,虎林,/hulin/
1067,黑龙江,密山,/mishan/
1068,黑龙江,鸡东,/jidong/
1069,黑龙江,鸡冠,/jiguanqu/
1070,黑龙江,恒山,/hengshanqu/
1071,黑龙江,滴道,/didaoqu/
1072,黑龙江,城子河,/chengzihequ/
1073,黑龙江,麻山,/mashanqu/
1074,黑龙江,梨树,/lishuqu/
1075,黑龙江,牡丹江,/mudanjiang/
1076,黑龙江,海林,/hailin/
1077,黑龙江,穆棱,/muling/
1078,黑龙江,林口,/linkou/
1079,黑龙江,绥芬河,/suifenhe/
1080,黑龙江,宁安,/ningan/
1081,黑龙江,东宁,/dongning/
1082,黑龙江,阳明,/yangmingqu/
1083,黑龙江,爱民,/aiminqu/
1084,黑龙江,东安,/donganqu/
1085,黑龙江,齐齐哈尔,/qiqihaer/
1086,黑龙江,讷河,/nehe/
1087,黑龙江,龙江,/longjiang/
1088,黑龙江,甘南,/gannan1/
1089,黑龙江,富裕,/fuyu/
1090,黑龙江,依安,/yian/
1091,黑龙江,拜泉,/baiquan/
1092,黑龙江,克山,/keshan/
1093,黑龙江,克东,/kedong/
1094,黑龙江,泰来,/tailai/
1095,黑龙江,建华,/jianhuaqu/
1096,黑龙江,富拉尔基,/fularjiqu/
1097,黑龙江,昂昂溪,/angangxiqu/
1098,黑龙江,铁锋,/tiefengqu/
1099,黑龙江,碾子山,/nianzishanqu/
1100,黑龙江,梅里斯达斡尔族,/meilisidawoerzuqu/
1101,黑龙江,龙沙,/longshaqv/
1102,黑龙江,七台河,/qitaihe/
1103,黑龙江,勃利,/boli/
1104,黑龙江,桃山,/taoshanqu/
1105,黑龙江,新兴,/xinxingqu/
1106,黑龙江,茄子河,/qiezihequ/
1107,黑龙江,双鸭山,/shuangyashan/
1108,黑龙江,集贤,/jixian1/
1109,黑龙江,宝清,/baoqing/
1110,黑龙江,饶河,/raohe/
1111,黑龙江,友谊,/youyi/
1112,黑龙江,尖山,/jianshanqu/
1113,黑龙江,岭东,/lingdongqu/
1114,黑龙江,四方台,/sifangtaiqu/
1115,黑龙江,绥化,/suihua/
1116,黑龙江,肇东,/zhaodong/
1117,黑龙江,安达,/anda/
1118,黑龙江,海伦,/hailun/
1119,黑龙江,明水,/mingshui/
1120,黑龙江,望奎,/wangkui/
1121,黑龙江,兰西,/lanxi/
1122,黑龙江,青冈,/qinggang/
1123,黑龙江,庆安,/qingan/
1124,黑龙江,绥棱,/suiling/
1125,黑龙江,北林区,/beilinqu/
1126,黑龙江,伊春,/yichun/
1127,黑龙江,乌伊岭,/wuyiling/
1128,黑龙江,五营,/wuying/
1129,黑龙江,铁力,/tieli/
1130,黑龙江,嘉荫,/jiayin/
1131,黑龙江,南岔,/nanchaqu/
1132,黑龙江,友好,/youhaoqu/
1133,黑龙江,西林,/xilinqu/
1134,黑龙江,翠峦,/cuiluanqu/
1135,黑龙江,新青,/xinqingqu/
1136,黑龙江,美溪,/meixiqu/
1137,黑龙江,金山屯,/jinshantunqu/
1138,黑龙江,乌马河,/wumahequ/
1139,黑龙江,汤旺河,/tangwanghequ/
1140,黑龙江,带岭,/dailingqu/
1141,黑龙江,红星,/hongxingqu/
1142,黑龙江,上甘岭,/shangganlingqu/
1143,黑龙江,伊春区,/yichunqu/
1144,河南,安阳,/anyang/
1145,河南,汤阴,/tangyin/
1146,河南,滑县,/huaxian1/
1147,河南,内黄,/neihuang/
1148,河南,林州,/linzhou/
1149,河南,文峰,/wenfengqu/
1150,河南,北关,/beiguanqu/
1151,河南,殷都,/yinduqu/
1152,河南,龙安,/longanqu/
1153,河南,安阳县,/anyangxian/
1154,河南,鹤壁,/hebi/
1155,河南,浚县,/xunxian/
1156,河南,淇县,/qixian2/
1157,河南,鹤山,/heshanqu1/
1158,河南,山城,/shanchengqu/
1159,河南,淇滨,/qibinqu/
1160,河南,焦作,/jiaozuo/
1161,河南,修武,/xiuwu/
1162,河南,武陟,/wuzhi/
1163,河南,沁阳,/qinyang/
1164,河南,博爱,/boai/
1165,河南,温县,/wenxian1/
1166,河南,孟州,/mengzhou/
1167,河南,解放,/jiefangqu/
1168,河南,中站,/zhongzhanqu/
1169,河南,山阳,/shanyangqu/
1170,河南,马村,/macunqu/
1171,河南,济源,/jiyuan/
1172,河南,开封,/kaifeng/
1173,河南,杞县,/qixian1/
1174,河南,尉氏,/weishi/
1175,河南,通许,/tongxu/
1176,河南,兰考,/lankao/
1177,河南,龙亭,/longting/
1178,河南,顺河回族,/shunhehuizu/
1179,河南,开封鼓楼,/kaifenggulouqu/
1180,河南,禹王台,/yuwangtaiqu/
1181,河南,金明,/jinmingqu/
1182,河南,祥符,/xiangfuqu/
1183,河南,漯河,/luohe/
1184,河南,临颍,/linying/
1185,河南,舞阳,/wuyang/
1186,河南,源汇,/yuanhuiqu/
1187,河南,郾城,/yanchengqu/
1188,河南,召陵,/shaolingqu/
1189,河南,洛阳,/luoyang/
1190,河南,新安,/xinan/
1191,河南,孟津,/mengjin/
1192,河南,宜阳,/yiyang/
1193,河南,洛宁,/luoning/
1194,河南,伊川,/yichuan1/
1195,河南,嵩县,/songxian/
1196,河南,偃师,/yanshi1/
1197,河南,栾川,/luanchuan/
1198,河南,汝阳,/ruyang/
1199,河南,吉利,/jili/
1200,河南,洛龙,/luolongqu/
1201,河南,老城,/laochengqu/
1202,河南,西工,/xigongqu/
1203,河南,瀍河回族,/chanhequ/
1204,河南,涧西,/jianxiqu/
1205,河南,南阳,/nanyang/
1206,河南,南召,/nanzhao/
1207,河南,方城,/fangcheng/
1208,河南,社旗,/sheqi/
1209,河南,西峡,/xixia/
1210,河南,内乡,/neixiang/
1211,河南,镇平,/zhenping1/
1212,河南,淅川,/xichuan/
1213,河南,新野,/xinye/
1214,河南,唐河,/tanghe/
1215,河南,邓州,/dengzhou/
1216,河南,桐柏,/tongbai/
1217,河南,宛城,/wanchengqu/
1218,河南,卧龙,/wolongqu/
1219,河南,平顶山,/pingdingshan/
1220,河南,郏县,/jiaxian1/
1221,河南,宝丰,/baofeng/
1222,河南,汝州,/ruzhou/
1223,河南,叶县,/yexian/
1224,河南,舞钢,/wugang/
1225,河南,鲁山,/lushan/
1226,河南,石龙,/shilong/
1227,河南,卫东,/weidongqu/
1228,河南,湛河,/zhanhequ/
1229,河南,平顶新华,/pingdingxinhua/
1230,河南,濮阳,/puyang/
1231,河南,台前,/taiqian/
1232,河南,南乐,/nanle/
1233,河南,清丰,/qingfeng/
1234,河南,范县,/fanxian/
1235,河南,华龙,/hualongqu/
1236,河南,濮阳县,/puyangxian/
1237,河南,三门峡,/sanmenxia/
1238,河南,灵宝,/lingbao/
1239,河南,渑池,/mianchi/
1240,河南,卢氏,/lushi/
1241,河南,义马,/yima/
1242,河南,陕县,/shanxian1/
1243,河南,湖滨,/hubinqu/
1244,河南,陕州,/xiazhouqu/
1245,河南,商丘,/shangqiu/
1246,河南,睢县,/suixian/
1247,河南,民权,/minquan/
1248,河南,虞城,/yucheng1/
1249,河南,柘城,/zhecheng/
1250,河南,宁陵,/ningling/
1251,河南,夏邑,/xiayi/
1252,河南,永城,/yongcheng/
1253,河南,梁园,/liangyuanqu/
1254,河南,睢阳,/suiyangqo/
1255,河南,新乡,/xinxiang/
1256,河南,获嘉,/huojia/
1257,河南,原阳,/yuanyang/
1258,河南,辉县,/huixian1/
1259,河南,卫辉,/weihui/
1260,河南,延津,/yanjin/
1261,河南,封丘,/fengqiu/
1262,河南,长垣,/changyuan/
1263,河南,红旗,/hongqiqu/
1264,河南,卫滨,/weibinqu/
1265,河南,凤泉,/fengquanqu/
1266,河南,牧野,/muyequ/
1267,河南,新乡县,/xinxiangxian/
1268,河南,信阳,/xinyang/
1269,河南,息县,/xixian1/
1270,河南,罗山,/luoshan/
1271,河南,光山,/guangshan/
1272,河南,新县,/xinxian1/
1273,河南,淮滨,/huaibin/
1274,河南,潢川,/huangchuan/
1275,河南,固始,/gushi/
1276,河南,商城,/shangcheng/
1277,河南,浉河,/shihequ/
1278,河南,平桥,/pingqiaoqu/
1279,河南,许昌,/xuchang/
1280,河南,鄢陵,/yanling/
1281,河南,襄城,/xiangcheng/
1282,河南,长葛,/changge/
1283,河南,禹州,/yuzhou1/
1284,河南,魏都,/weidu/
1285,河南,许昌县,/xuchangxian/
1286,河南,郑州,/zhengzhou/
1287,河南,巩义,/gongyi/
1288,河南,荥阳,/xingyang/
1289,河南,登封,/dengfeng/
1290,河南,新密,/xinmi/
1291,河南,新郑,/xinzheng/
1292,河南,中牟,/zhongmou/
1293,河南,上街,/shangjie/
1294,河南,中原,/zhongyuanqu/
1295,河南,二七,/erqiqu/
1296,河南,管城回族,/guanchengqu/
1297,河南,金水,/jinshuiqu/
1298,河南,惠济,/huijiqu/
1299,河南,周口,/zhoukou/
1300,河南,扶沟,/fugou/
1301,河南,太康,/taikang/
1302,河南,淮阳,/huaiyang/
1303,河南,西华,/xihua/
1304,河南,商水,/shangshui/
1305,河南,项城,/xiangcheng1/
1306,河南,郸城,/dancheng/
1307,河南,鹿邑,/luyi/
1308,河南,沈丘,/shenqiu/
1309,河南,川汇,/chuanhuiqu/
1310,河南,驻马店,/zhumadian/
1311,河南,西平,/xiping/
1312,河南,遂平,/suiping/
1313,河南,上蔡,/shangcai/
1314,河南,汝南,/runan/
1315,河南,泌阳,/biyang/
1316,河南,平舆,/pingyu/
1317,河南,新蔡,/xincai/
1318,河南,确山,/queshan/
1319,河南,正阳,/zhengyang/
1320,河南,驿城,/yichengqu/
1321,湖北,恩施州,/enshi/
1322,湖北,恩施,/enshi/
1323,湖北,利川,/lichuan/
1324,湖北,建始,/jianshi/
1325,湖北,咸丰,/xianfeng/
1326,湖北,宣恩,/xuanen/
1327,湖北,鹤峰,/hefeng1/
1328,湖北,来凤,/laifeng/
1329,湖北,巴东,/badong/
1330,湖北,鄂州,/ezhou/
1331,湖北,梁子湖,/liangzihu/
1332,湖北,鄂城,/echengqu/
1333,湖北,黄冈,/huanggang/
1334,湖北,红安,/hongan/
1335,湖北,麻城,/macheng/
1336,湖北,罗田,/luotian/
1337,湖北,英山,/yingshan/
1338,湖北,浠水,/xishui/
1339,湖北,蕲春,/qichun/
1340,湖北,黄梅,/huangmei/
1341,湖北,武穴,/wuxue/
1342,湖北,团风,/tuanfeng/
1343,湖北,黄州,/huangzhouqu/
1344,湖北,黄石,/huangshi/
1345,湖北,大冶,/daye/
1346,湖北,阳新,/yangxin1/
1347,湖北,铁山,/tieshan/
1348,湖北,下陆,/xialu/
1349,湖北,西塞山,/xisaishan/
1350,湖北,黄石港,/huangshigangqu/
1351,湖北,荆门,/jingmen/
1352,湖北,钟祥,/zhongxiang/
1353,湖北,京山,/jingshan/
1354,湖北,掇刀,/duodao/
1355,湖北,沙洋,/shayang/
1356,湖北,东宝,/dongbaoqu/
1357,湖北,荆州,/jingzhou/
1358,湖北,江陵,/jiangling/
1359,湖北,公安,/gongan/
1360,湖北,石首,/shishou/
1361,湖北,监利,/jianli/
1362,湖北,洪湖,/honghu/
1363,湖北,松滋,/songzi/
1364,湖北,华容,/huarongqu/
1365,湖北,沙市,/shashi/
1366,湖北,荆州,/jingzhouqu/
1367,湖北,潜江,/qianjiang1/
1368,湖北,潜江,/qianjiang1/
1369,湖北,神农架,/shennongjia/
1370,湖北,神农架,/shennongjia/
1371,湖北,十堰,/shiyan/
1372,湖北,竹溪,/zhuxi/
1373,湖北,郧西,/yunxi/
1374,湖北,郧阳,/yunyangqu/
1375,湖北,竹山,/zhushan/
1376,湖北,房县,/fangxian/
1377,湖北,丹江口,/danjiangkou/
1378,湖北,茅箭,/maojian/
1379,湖北,张湾,/zhangwan/
1380,湖北,随州,/suizhou/
1381,湖北,广水,/guangshui/
1382,湖北,曾都,/zengduqu/
1383,湖北,随县,/suizhousuixian/
1384,湖北,天门,/tianmen/
1385,湖北,天门,/tianmen/
1386,湖北,武汉,/wuhan/
1387,湖北,蔡甸,/caidian/
1388,湖北,黄陂,/huangpi/
1389,湖北,新洲,/xinzhou1/
1390,湖北,江夏,/jiangxia/
1391,湖北,东西湖,/dongxihu/
1392,湖北,江汉,/jianghanqu/
1393,湖北,江岸,/jianganqu/
1394,湖北,洪山,/hongshan/
1395,湖北,汉阳,/hanyangqu/
1396,湖北,汉南,/hannanqu/
1397,湖北,武昌,/wuchangqu/
1398,湖北,硚口,/qiaokouqu/
1399,湖北,襄阳,/xiangyang/
1400,湖北,襄州,/xiangzhou1/
1401,湖北,保康,/baokang/
1402,湖北,南漳,/nanzhang/
1403,湖北,宜城,/yicheng2/
1404,湖北,老河口,/laohekou/
1405,湖北,谷城,/gucheng1/
1406,湖北,枣阳,/zaoyang/
1407,湖北,樊城,/fanchengqu/
1408,湖北,襄阳襄城,/xiangyangxiangcheng/
1409,湖北,咸宁,/xianning/
1410,湖北,赤壁,/chibi/
1411,湖北,嘉鱼,/jiayu/
1412,湖北,崇阳,/chongyang/
1413,湖北,通城,/tongcheng/
1414,湖北,通山,/tongshan/
1415,湖北,咸安,/xianan/
1416,湖北,仙桃,/xiantao/
1417,湖北,仙桃,/xiantao/
1418,湖北,孝感,/xiaogan/
1419,湖北,安陆,/anlu/
1420,湖北,云梦,/yunmeng/
1421,湖北,大悟,/dawu/
1422,湖北,应城,/yingcheng/
1423,湖北,汉川,/hanchuan/
1424,湖北,孝昌,/xiaochang/
1425,湖北,孝南,/xiaonanqu/
1426,湖北,宜昌,/yichang/
1427,湖北,远安,/yuanan/
1428,湖北,秭归,/zigui/
1429,湖北,兴山,/xingshan/
1430,湖北,五峰,/wufeng/
1431,湖北,当阳,/dangyang/
1432,湖北,长阳,/changyang/
1433,湖北,宜都,/yidu/
1434,湖北,枝江,/zhijiang/
1435,湖北,三峡,/sanxia/
1436,湖北,夷陵,/yiling/
1437,湖北,点军,/dianjunqu/
1438,湖北,猇亭,/xiaoting/
1439,湖北,西陵,/xilingqu/
1440,湖北,伍家岗,/wujiagang/
1441,湖北,青山,/qingshan/
1442,湖南,常德,/changde/
1443,湖南,安乡,/anxiang/
1444,湖南,桃源,/taoyuan/
1445,湖南,汉寿,/hanshou/
1446,湖南,澧县,/lixian2/
1447,湖南,临澧,/linli/
1448,湖南,石门,/shimen/
1449,湖南,津市,/jinshi/
1450,湖南,武陵,/wulingqu/
1451,湖南,鼎城,/dingchengqu/
1452,湖南,长沙,/changsha/
1453,湖南,宁乡,/ningxiang/
1454,湖南,浏阳,/liuyang/
1455,湖南,马坡岭,/mapoling/
1456,湖南,望城,/wangcheng/
1457,湖南,芙蓉,/furongqu/
1458,湖南,天心,/tianxinqu/
1459,湖南,岳麓,/yueluqu/
1460,湖南,开福,/kaifuqu/
1461,湖南,雨花,/changshayuhua/
1462,湖南,长沙县,/changshaxian/
1463,湖南,郴州,/chenzhou/
1464,湖南,桂阳,/guiyang/
1465,湖南,嘉禾,/jiahe/
1466,湖南,宜章,/yizhang/
1467,湖南,临武,/linwu/
1468,湖南,资兴,/zixing/
1469,湖南,汝城,/rucheng/
1470,湖南,安仁,/anren/
1471,湖南,永兴,/yongxing/
1472,湖南,桂东,/guidong/
1473,湖南,苏仙,/suxian/
1474,湖南,北湖,/beihuqu/
1475,湖南,衡阳,/hengyang/
1476,湖南,衡山,/hengshan1/
1477,湖南,衡东,/hengdong/
1478,湖南,祁东,/qidong1/
1479,湖南,衡阳县,/hengyangxian/
1480,湖南,常宁,/changning/
1481,湖南,衡南,/hengnan/
1482,湖南,耒阳,/leiyang/
1483,湖南,南岳,/nanyue/
1484,湖南,珠晖,/zhuhuiqu/
1485,湖南,雁峰,/yanfengqu/
1486,湖南,石鼓,/shiguqu/
1487,湖南,蒸湘,/zhengxiangqu/
1488,湖南,怀化,/huaihua/
1489,湖南,沅陵,/yuanling/
1490,湖南,辰溪,/chenxi/
1491,湖南,靖州,/jingzhou1/
1492,湖南,会同,/huitong/
1493,湖南,通道,/tongdao/
1494,湖南,麻阳,/mayang/
1495,湖南,新晃,/xinhuang/
1496,湖南,芷江,/zhijiang1/
1497,湖南,溆浦,/xupu/
1498,湖南,中方,/zhongfang/
1499,湖南,洪江,/hongjiang/
1500,湖南,鹤城,/hecheng/
1501,湖南,娄底,/loudi/
1502,湖南,双峰,/shuangfeng/
1503,湖南,冷水江,/lengshuijiang/
1504,湖南,新化,/xinhua/
1505,湖南,涟源,/lianyuan/
1506,湖南,娄星,/louxing/
1507,湖南,邵阳,/shaoyang/
1508,湖南,隆回,/longhui/
1509,湖南,洞口,/dongkou/
1510,湖南,新邵,/xinshao/
1511,湖南,邵东,/shaodong/
1512,湖南,绥宁,/suining/
1513,湖南,新宁,/xinning/
1514,湖南,武冈,/wugang1/
1515,湖南,城步,/chengbu/
1516,湖南,邵阳县,/shaoyangxian/
1517,湖南,双清,/shuangqingqu/
1518,湖南,大祥,/daxiangqu/
1519,湖南,北塔,/beitaqu/
1520,湖南,湘潭,/xiangtan/
1521,湖南,韶山,/shaoshan/
1522,湖南,湘乡,/xiangxiang/
1523,湖南,雨湖,/yuhuqu/
1524,湖南,岳塘,/yuetangqu/
1525,湖南,湘潭县,/xiangtanxian/
1526,湖南,湘西,/xiangxi/
1527,湖南,吉首,/jishou/
1528,湖南,保靖,/baojing/
1529,湖南,永顺,/yongshun/
1530,湖南,古丈,/guzhang/
1531,湖南,凤凰,/fenghuang/
1532,湖南,泸溪,/luxi/
1533,湖南,龙山,/longshan/
1534,湖南,花垣,/huayuan/
1535,湖南,益阳,/yiyang1/
1536,湖南,赫山,/heshanqu/
1537,湖南,南县,/nanxian/
1538,湖南,桃江,/taojiang/
1539,湖南,安化,/anhua/
1540,湖南,沅江,/yuanjiang/
1541,湖南,资阳,/ziyangqu/
1542,湖南,永州,/yongzhou/
1543,湖南,祁阳,/qiyang/
1544,湖南,东安,/dongan/
1545,湖南,双牌,/shuangpai/
1546,湖南,道县,/daoxian/
1547,湖南,宁远,/ningyuan/
1548,湖南,江永,/jiangyong/
1549,湖南,蓝山,/lanshan/
1550,湖南,新田,/xintian/
1551,湖南,江华,/jianghua/
1552,湖南,冷水滩,/lengshuitan/
1553,湖南,零陵,/lingling/
1554,湖南,岳阳,/yueyang/
1555,湖南,华容,/huarong/
1556,湖南,湘阴,/xiangyin/
1557,湖南,汨罗,/miluo/
1558,湖南,平江,/pingjiang/
1559,湖南,临湘,/linxiang/
1560,湖南,岳阳楼,/yueyanglouqu/
1561,湖南,云溪,/yunxiqu/
1562,湖南,君山,/junshanqu/
1563,湖南,岳阳,/yueyangxian/
1564,湖南,张家界,/zhangjiajie/
1565,湖南,桑植,/sangzhi/
1566,湖南,慈利,/cili/
1567,湖南,武陵源,/wulingyuan/
1568,湖南,张家界永定,/yongdingqu/
1569,湖南,株洲,/zhuzhou/
1570,湖南,攸县,/youxian/
1571,湖南,醴陵,/liling/
1572,湖南,茶陵,/chaling/
1573,湖南,炎陵,/yanling1/
1574,湖南,荷塘,/hetangqu/
1575,湖南,芦淞,/lusongqu/
1576,湖南,石峰,/shifengqu/
1577,湖南,天元,/tianyuanqu/
1578,湖南,株洲县,/zhuzhouxian/
1579,江苏,常州,/changzhou/
1580,江苏,溧阳,/liyang/
1581,江苏,金坛,/jintan/
1582,江苏,武进,/wujin/
1583,江苏,天宁,/tianningqu/
1584,江苏,钟楼,/zhonglouqu/
1585,江苏,戚墅堰,/qishuyanqu/
1586,江苏,新北,/changzhouxinbeiqu/
1587,江苏,淮安,/huaian1/
